"場所の名前","カテゴリ","区名","所在地","TEL","避難可能時間","災害対策基本法に基づく指定","避難場所の対象とする災害","経度","緯度","分類"
"関目東小学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","関目4-12-15","6934-4499","24時間","指定緊急避難場所・指定避難所","地震、津波","135.553500600687","34.7106823636614","一時避難場所・災害時避難所"
"すみれ小学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","古市2-6-46","6933-1210","24時間","指定緊急避難場所・指定避難所","地震、津波","135.559007881949","34.7107323596833","一時避難場所・災害時避難所"
"榎並小学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","野江4-1-28","6931-7373","24時間","指定緊急避難場所・指定避難所","地震","135.539363447824","34.7093899683307","一時避難場所・災害時避難所"
"成育小学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","成育1-5-19","6932-0061～0063","24時間","指定緊急避難場所・指定避難所","地震","135.543695840958","34.7064074883557","一時避難場所・災害時避難所"
"放出中学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","放出西3-12-10","6961-5014～5015","24時間","指定緊急避難場所・指定避難所","地震、津波","135.557838606899","34.6903125050655","一時避難場所・災害時避難所"
"城陽中学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","鴫野西3-3-64","6961-3366","24時間","指定緊急避難場所・指定避難所","地震","135.541948226549","34.6943742933264","一時避難場所・災害時避難所"
"蒲生中学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","中央3-9-24","6932-5527～5528","24時間","指定緊急避難場所・指定避難所","地震","135.545421005778","34.7054245413139","一時避難場所・災害時避難所"
"鯰江中学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","今福西4-7-20","6933-6943","24時間","指定緊急避難場所・指定避難所","地震","135.552760868063","34.7020407117891","一時避難場所・災害時避難所"
"菫中学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","古市1-18-4","6931-0237～0238","24時間","指定緊急避難場所・指定避難所","地震、津波","135.557527006634","34.7070858209311","一時避難場所・災害時避難所"
"城東中学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","永田3-3-58","6963-0811","24時間","指定緊急避難場所・指定避難所","地震、津波","135.55603653241","34.6821384753059","一時避難場所・災害時避難所"
"大阪信愛女学院高等学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","古市2-7-30","6939-4391～4394","24時間","指定緊急避難場所・指定避難所","地震、津波","135.558277736426","34.7116654070348","一時避難場所・災害時避難所"
"大阪産業大学附属高等学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","古市1-20-26","6939-1491～1496","24時間","指定緊急避難場所・指定避難所","地震、津波","135.558551171183","34.7088434545576","一時避難場所・災害時避難所"
"開明高等学校","防災関連施設 - 一時避難場所・災害時避難所","城東区","野江1-9-9","6932-4461～4464","24時間","指定緊急避難場所・指定避難所","地震","135.538336321311","34.7013243817348","一時避難場所・災害時避難所"
"関目中央公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","関目4-3","－","24時間","指定緊急避難場所","地震","135.55036862099","34.7104842884571","一時避難場所"
"蒲生公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","中央3-8","－","24時間","指定緊急避難場所","地震","135.544839507792","34.7039489920226","一時避難場所"
"鯰江公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","今福西6-5","－","24時間","指定緊急避難場所","地震","135.551908015081","34.7040402605488","一時避難場所"
"白山公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","中浜3-1","－","24時間","指定緊急避難場所","地震、津波","135.54064801","34.6852138324131","一時避難場所"
"北関目公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","関目6-3","－","24時間","指定緊急避難場所","地震、津波","135.55080867974","34.7131950741001","一時避難場所"
"西関目公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","関目1-7","－","24時間","指定緊急避難場所","地震","135.547839281392","34.7085633644014","一時避難場所"
"成育公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","成育3-18","－","24時間","指定緊急避難場所","地震","135.543739527906","34.7094038099937","一時避難場所"
"左専道公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","永田2-12","－","24時間","指定緊急避難場所","地震、津波","135.557428575916","34.6867137292106","一時避難場所"
"南今福公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","今福南4-4","－","24時間","指定緊急避難場所","地震","135.557048704241","34.6982282794518","一時避難場所"
"東中浜公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","東中浜5-3","－","24時間","指定緊急避難場所","地震、津波","135.549246785126","34.684950555731","一時避難場所"
"布屋公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","新喜多東1-5","－","24時間","指定緊急避難場所","地震、津波","135.548650880177","34.6942561233896","一時避難場所"
"南関目公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","関目2-4","－","24時間","指定緊急避難場所","地震","135.550601660619","34.707120417447","一時避難場所"
"古市中公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","古市2-6","－","24時間","指定緊急避難場所","地震、津波","135.558068124007","34.7101020106823","一時避難場所"
"永田公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","永田4-14","－","24時間","指定緊急避難場所","地震、津波","135.557052033082","34.6814213394694","一時避難場所"
"古市西北公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","古市3-19","－","24時間","指定緊急避難場所","地震、津波","135.559103318554","34.7129912414016","一時避難場所"
"東今福公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","今福東2-11","－","24時間","指定緊急避難場所","地震","135.558481907661","34.7029109396808","一時避難場所"
"天王田公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","東中浜7-1","－","24時間","指定緊急避難場所","地震、津波","135.552042291941","34.6876956929225","一時避難場所"
"野江公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","野江1-15","－","24時間","指定緊急避難場所","地震","135.54087405524","34.703078864467","一時避難場所"
"鴫野東公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","鴫野東3-23","－","24時間","指定緊急避難場所","地震","135.548077064983","34.6891956364819","一時避難場所"
"西放出公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","放出西2-15","－","24時間","指定緊急避難場所","地震、津波","135.55752611539","34.6927558059778","一時避難場所"
"鯰江北公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","今福西5-13","－","24時間","指定緊急避難場所","地震","135.548687782901","34.7047244394171","一時避難場所"
"中今福公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","今福西2-8","－","24時間","指定緊急避難場所","地震","135.55143912481","34.6990561704041","一時避難場所"
"天王田・楠根公園","防災関連施設 - 一時避難場所・災害時避難所","城東区","天王田4番","－","24時間","指定緊急避難場所","地震","135.553197485157","34.689917611969","一時避難場所"
